               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  99,            0.031068,            0.039474,                   0,             0.97613,             0.98591,             0.99268,             0.72533,            0.025897,            0.027597,                   0,            0.005149,            0.005149,            0.005149
                 100,            0.030991,            0.036643,                   0,             0.98283,             0.98085,             0.99276,             0.72324,            0.026344,            0.027707,                   0,           0.0050995,           0.0050995,           0.0050995
                 101,            0.031166,            0.037038,                   0,             0.97815,             0.98406,             0.99276,             0.71617,            0.025952,            0.027795,                   0,             0.00505,             0.00505,             0.00505
                 102,            0.033235,            0.037298,                   0,             0.97909,             0.98511,             0.99286,             0.70583,            0.025733,            0.027864,                   0,           0.0050005,           0.0050005,           0.0050005
                 103,            0.033203,            0.039184,                   0,             0.97617,             0.98771,             0.99283,              0.7173,            0.025615,            0.027588,                   0,            0.004951,            0.004951,            0.004951
                 104,            0.031739,            0.036109,                   0,             0.97588,             0.98582,             0.99279,             0.71895,            0.025885,            0.027533,                   0,           0.0049015,           0.0049015,           0.0049015
                 105,            0.031007,               0.038,                   0,              0.9819,             0.98369,             0.99291,             0.72271,            0.025314,            0.027306,                   0,            0.004852,            0.004852,            0.004852
                 106,            0.032335,             0.04023,                   0,             0.97673,             0.98217,             0.99272,              0.7202,            0.024971,            0.027537,                   0,           0.0048025,           0.0048025,           0.0048025
                 107,            0.031768,            0.039137,                   0,             0.98017,             0.98014,             0.99286,             0.72626,            0.024407,            0.027312,                   0,            0.004753,            0.004753,            0.004753
                 108,            0.030332,            0.036335,                   0,             0.97845,             0.98156,             0.99303,              0.7225,             0.02511,            0.027205,                   0,           0.0047035,           0.0047035,           0.0047035
                 109,            0.031218,            0.038116,                   0,             0.97953,             0.98298,             0.99312,             0.70923,            0.025412,            0.027516,                   0,            0.004654,            0.004654,            0.004654
                 110,             0.03121,             0.03825,                   0,             0.98374,             0.98511,              0.9932,             0.71451,            0.025285,            0.027414,                   0,           0.0046045,           0.0046045,           0.0046045
                 111,            0.031701,             0.03759,                   0,             0.98509,              0.9839,             0.99328,             0.72211,            0.025267,            0.027275,                   0,            0.004555,            0.004555,            0.004555
                 112,            0.029827,            0.037972,                   0,             0.98098,             0.98747,             0.99288,             0.69114,            0.026892,            0.028208,                   0,           0.0045055,           0.0045055,           0.0045055
                 113,            0.030302,            0.037739,                   0,             0.98369,             0.98362,             0.99268,             0.67354,            0.027451,            0.028861,                   0,            0.004456,            0.004456,            0.004456
                 114,            0.030242,            0.037106,                   0,             0.98143,             0.98369,             0.99282,             0.68139,            0.027226,            0.028641,                   0,           0.0044065,           0.0044065,           0.0044065
                 115,            0.030298,            0.035165,                   0,             0.97742,             0.98244,             0.99243,             0.67364,             0.02863,            0.029337,                   0,            0.004357,            0.004357,            0.004357
                 116,            0.030992,             0.03778,                   0,             0.98089,             0.98289,              0.9926,              0.6756,            0.027849,            0.029188,                   0,           0.0043075,           0.0043075,           0.0043075
                 117,            0.030118,            0.036204,                   0,             0.98028,             0.98728,             0.99309,             0.70072,            0.026914,            0.028185,                   0,            0.004258,            0.004258,            0.004258
                 118,            0.028857,            0.035138,                   0,             0.98205,             0.98723,             0.99325,             0.70971,             0.02607,            0.027884,                   0,           0.0042085,           0.0042085,           0.0042085
                 119,            0.029747,            0.035549,                   0,             0.98231,             0.98865,             0.99335,             0.70865,            0.026206,            0.027786,                   0,            0.004159,            0.004159,            0.004159
                 120,            0.029328,            0.035767,                   0,             0.98065,             0.98652,             0.99335,             0.72274,            0.025197,            0.027339,                   0,           0.0041095,           0.0041095,           0.0041095
                 121,            0.030199,            0.035393,                   0,             0.98031,             0.98882,             0.99351,             0.72229,            0.025126,            0.026887,                   0,             0.00406,             0.00406,             0.00406
                 122,            0.030139,            0.035002,                   0,             0.97985,             0.98865,             0.99352,             0.72181,             0.02459,            0.026825,                   0,           0.0040105,           0.0040105,           0.0040105
                 123,            0.029105,            0.034227,                   0,             0.98166,             0.98723,             0.99349,             0.71279,            0.024811,            0.027044,                   0,            0.003961,            0.003961,            0.003961
                 124,            0.029779,            0.035912,                   0,             0.98052,             0.98582,             0.99339,             0.70797,            0.025136,            0.027143,                   0,           0.0039115,           0.0039115,           0.0039115
                 125,             0.02922,            0.037436,                   0,             0.97968,             0.98652,             0.99345,             0.71166,            0.025008,            0.027124,                   0,            0.003862,            0.003862,            0.003862
                 126,              0.0299,            0.033981,                   0,             0.98291,             0.98652,             0.99359,             0.70888,             0.02637,            0.027219,                   0,           0.0038125,           0.0038125,           0.0038125
                 127,            0.028998,            0.035899,                   0,             0.98301,             0.98498,             0.99342,             0.70505,             0.02632,            0.027237,                   0,            0.003763,            0.003763,            0.003763
                 128,            0.029503,            0.038566,                   0,             0.97908,             0.98865,             0.99334,             0.70452,            0.025544,            0.027423,                   0,           0.0037135,           0.0037135,           0.0037135
                 129,            0.027731,            0.035269,                   0,             0.98176,             0.99078,             0.99347,             0.70969,            0.024676,            0.026941,                   0,            0.003664,            0.003664,            0.003664
                 130,            0.029033,            0.035415,                   0,             0.98311,             0.99078,             0.99327,             0.72271,            0.023735,            0.026713,                   0,           0.0036145,           0.0036145,           0.0036145
                 131,            0.028429,            0.035732,                   0,             0.98588,             0.99039,             0.99315,             0.73486,            0.022845,            0.026367,                   0,            0.003565,            0.003565,            0.003565
                 132,            0.028488,            0.034628,                   0,             0.98758,             0.99007,             0.99304,             0.72973,            0.023007,            0.026578,                   0,           0.0035155,           0.0035155,           0.0035155
                 133,            0.027582,             0.03247,                   0,             0.98568,             0.98865,             0.99294,             0.71284,            0.024466,            0.027263,                   0,            0.003466,            0.003466,            0.003466
                 134,            0.027736,             0.03595,                   0,             0.98135,             0.98652,             0.99304,             0.71726,            0.025268,             0.02704,                   0,           0.0034165,           0.0034165,           0.0034165
                 135,            0.028057,            0.035405,                   0,             0.98583,             0.98865,             0.99325,             0.71247,            0.024696,              0.0272,                   0,            0.003367,            0.003367,            0.003367
                 136,             0.02759,            0.032781,                   0,             0.98502,             0.98865,             0.99354,             0.73063,            0.023302,            0.026454,                   0,           0.0033175,           0.0033175,           0.0033175
                 137,            0.029517,            0.039983,                   0,             0.98752,             0.99007,             0.99354,              0.7328,            0.022732,            0.026363,                   0,            0.003268,            0.003268,            0.003268
                 138,            0.029301,            0.036848,                   0,             0.98781,             0.99007,             0.99361,             0.73578,            0.022645,            0.026139,                   0,           0.0032185,           0.0032185,           0.0032185
                 139,            0.027736,             0.03525,                   0,             0.98794,             0.98749,             0.99368,             0.74073,             0.02234,            0.025868,                   0,            0.003169,            0.003169,            0.003169
                 140,            0.026936,             0.03517,                   0,             0.98792,              0.9863,              0.9938,             0.73152,            0.023266,            0.026088,                   0,           0.0031195,           0.0031195,           0.0031195
                 141,            0.027787,            0.035022,                   0,             0.98171,             0.98985,             0.99391,             0.72846,            0.022984,            0.026306,                   0,             0.00307,             0.00307,             0.00307
                 142,             0.02739,            0.037474,                   0,              0.9845,               0.991,             0.99402,             0.75178,            0.021889,            0.025485,                   0,           0.0030205,           0.0030205,           0.0030205
                 143,            0.026372,            0.033826,                   0,              0.9841,             0.99078,             0.99396,              0.7474,            0.021898,            0.025483,                   0,            0.002971,            0.002971,            0.002971
                 144,             0.02722,            0.034445,                   0,             0.98221,             0.99574,             0.99383,             0.74895,            0.022197,            0.025502,                   0,           0.0029215,           0.0029215,           0.0029215
                 145,            0.027986,            0.034217,                   0,             0.98721,             0.98565,             0.99381,             0.74674,            0.022066,            0.025617,                   0,            0.002872,            0.002872,            0.002872
                 146,             0.02674,            0.036923,                   0,             0.98672,              0.9844,             0.99364,             0.74536,            0.022015,            0.025754,                   0,           0.0028225,           0.0028225,           0.0028225
                 147,            0.027158,            0.036565,                   0,             0.98302,             0.98513,             0.99348,             0.74241,            0.022207,            0.025702,                   0,            0.002773,            0.002773,            0.002773
                 148,            0.026275,            0.035959,                   0,             0.97601,             0.99291,             0.99336,              0.7329,            0.023502,            0.026033,                   0,           0.0027235,           0.0027235,           0.0027235
                 149,             0.02592,            0.032429,                   0,             0.98549,             0.98227,             0.99347,             0.72975,            0.023312,            0.026122,                   0,            0.002674,            0.002674,            0.002674
                 150,            0.027354,             0.03625,                   0,             0.98753,             0.98511,             0.99356,             0.74411,            0.021767,            0.025699,                   0,           0.0026245,           0.0026245,           0.0026245
                 151,            0.027554,            0.037141,                   0,             0.98851,             0.98511,             0.99371,             0.73172,            0.022839,            0.026142,                   0,            0.002575,            0.002575,            0.002575
                 152,            0.026564,             0.03512,                   0,             0.98545,              0.9844,             0.99371,             0.73226,            0.022458,            0.026137,                   0,           0.0025255,           0.0025255,           0.0025255
                 153,            0.025207,            0.034377,                   0,              0.9872,             0.98441,             0.99379,             0.73712,            0.022696,            0.026029,                   0,            0.002476,            0.002476,            0.002476
                 154,            0.026286,            0.033875,                   0,             0.98652,             0.98615,              0.9938,             0.74361,            0.021392,            0.025709,                   0,           0.0024265,           0.0024265,           0.0024265
                 155,            0.025674,            0.033286,                   0,             0.98937,              0.9898,             0.99396,              0.7531,            0.021124,            0.025206,                   0,            0.002377,            0.002377,            0.002377
                 156,            0.025592,            0.031956,                   0,               0.989,             0.99078,             0.99402,              0.7542,             0.02093,            0.025036,                   0,           0.0023275,           0.0023275,           0.0023275
                 157,            0.025625,             0.03276,                   0,             0.98851,             0.99078,             0.99405,             0.75421,            0.020937,            0.024961,                   0,            0.002278,            0.002278,            0.002278
                 158,            0.026301,            0.035086,                   0,             0.99077,             0.98959,             0.99414,             0.75482,            0.020754,            0.025124,                   0,           0.0022285,           0.0022285,           0.0022285
                 159,            0.024705,            0.031968,                   0,             0.99013,             0.98936,             0.99416,             0.75453,            0.021069,            0.025103,                   0,            0.002179,            0.002179,            0.002179
                 160,            0.024409,            0.034494,                   0,             0.99146,             0.98831,             0.99422,              0.7462,            0.021659,            0.025335,                   0,           0.0021295,           0.0021295,           0.0021295
                 161,            0.024046,             0.03176,                   0,             0.99073,             0.98491,             0.99411,             0.74139,            0.022162,            0.025554,                   0,             0.00208,             0.00208,             0.00208
                 162,            0.026044,             0.03277,                   0,              0.9897,             0.98652,             0.99422,             0.74059,            0.022144,             0.02577,                   0,           0.0020305,           0.0020305,           0.0020305
                 163,            0.026182,            0.035541,                   0,             0.98842,             0.98652,             0.99417,             0.74286,            0.022019,            0.025735,                   0,            0.001981,            0.001981,            0.001981
                 164,            0.024073,             0.03165,                   0,             0.98781,             0.98794,             0.99416,             0.73631,            0.022651,            0.025974,                   0,           0.0019315,           0.0019315,           0.0019315
                 165,            0.024732,            0.033082,                   0,             0.98626,             0.98936,             0.99413,             0.74487,            0.022017,            0.025619,                   0,            0.001882,            0.001882,            0.001882
                 166,            0.025446,            0.036263,                   0,             0.98585,             0.98835,             0.99412,             0.75205,            0.021189,            0.025513,                   0,           0.0018325,           0.0018325,           0.0018325
                 167,            0.024485,            0.032589,                   0,             0.99006,              0.9886,             0.99425,             0.75426,            0.021029,             0.02518,                   0,            0.001783,            0.001783,            0.001783
                 168,            0.024618,            0.034107,                   0,             0.99077,             0.98998,             0.99431,             0.75747,             0.02082,            0.024893,                   0,           0.0017335,           0.0017335,           0.0017335
                 169,            0.023863,            0.031744,                   0,             0.99218,             0.98924,             0.99435,             0.76249,            0.021001,            0.024615,                   0,            0.001684,            0.001684,            0.001684
                 170,            0.024099,            0.031473,                   0,               0.988,             0.99362,             0.99434,             0.74541,            0.022228,             0.02505,                   0,           0.0016345,           0.0016345,           0.0016345
                 171,            0.025134,            0.032946,                   0,             0.98731,             0.99353,             0.99443,              0.7584,            0.020709,            0.024648,                   0,            0.001585,            0.001585,            0.001585
                 172,            0.025316,            0.036356,                   0,             0.98598,             0.99291,              0.9944,             0.75349,            0.021334,             0.02484,                   0,           0.0015355,           0.0015355,           0.0015355
                 173,            0.024804,            0.031787,                   0,             0.98795,             0.98887,             0.99439,             0.75722,            0.020773,            0.024729,                   0,            0.001486,            0.001486,            0.001486
                 174,            0.024118,            0.034222,                   0,             0.98731,             0.99318,             0.99444,             0.76708,            0.020299,            0.024576,                   0,           0.0014365,           0.0014365,           0.0014365
                 175,            0.024588,            0.034471,                   0,             0.98776,             0.99291,             0.99439,             0.75761,            0.020713,            0.024802,                   0,            0.001387,            0.001387,            0.001387
                 176,            0.023713,            0.033649,                   0,             0.98797,             0.99291,             0.99439,             0.76409,            0.020462,            0.024628,                   0,           0.0013375,           0.0013375,           0.0013375
                 177,            0.024413,            0.033412,                   0,              0.9873,             0.99277,             0.99441,             0.75837,            0.020625,            0.024751,                   0,            0.001288,            0.001288,            0.001288
                 178,            0.024055,            0.031141,                   0,             0.98795,             0.99291,             0.99444,             0.75676,            0.021024,            0.024813,                   0,           0.0012385,           0.0012385,           0.0012385
                 179,            0.023444,            0.031558,                   0,             0.98576,             0.99433,              0.9944,             0.76111,            0.020396,            0.024622,                   0,            0.001189,            0.001189,            0.001189
                 180,            0.024184,             0.03115,                   0,             0.98733,             0.99448,             0.99435,             0.76839,             0.02008,            0.024413,                   0,           0.0011395,           0.0011395,           0.0011395
                 181,            0.023923,            0.033802,                   0,             0.98866,             0.98965,              0.9943,             0.76363,            0.020332,            0.024527,                   0,             0.00109,             0.00109,             0.00109
                 182,            0.023468,            0.033656,                   0,             0.99077,             0.98971,              0.9943,             0.76516,             0.02028,            0.024451,                   0,           0.0010405,           0.0010405,           0.0010405
                 183,            0.023421,            0.033211,                   0,              0.9872,              0.9922,             0.99431,             0.76704,            0.020012,             0.02437,                   0,            0.000991,            0.000991,            0.000991
                 184,            0.024159,            0.031448,                   0,             0.98895,              0.9922,              0.9943,             0.76753,            0.020073,            0.024434,                   0,           0.0009415,           0.0009415,           0.0009415
                 185,            0.023439,            0.032871,                   0,              0.9887,             0.99266,              0.9943,             0.76272,            0.020172,            0.024556,                   0,            0.000892,            0.000892,            0.000892
                 186,            0.024168,            0.034723,                   0,             0.98639,             0.99362,              0.9943,             0.76339,            0.020113,            0.024584,                   0,           0.0008425,           0.0008425,           0.0008425
                 187,             0.02374,            0.035295,                   0,             0.98662,             0.99356,             0.99428,             0.75911,            0.020238,            0.024692,                   0,            0.000793,            0.000793,            0.000793
                 188,            0.024052,            0.032086,                   0,             0.98578,             0.99291,              0.9943,             0.75684,            0.020424,            0.024792,                   0,           0.0007435,           0.0007435,           0.0007435
                 189,            0.024934,            0.035314,                   0,             0.98523,             0.99321,             0.99432,             0.75934,             0.02028,            0.024643,                   0,            0.000694,            0.000694,            0.000694
                 190,            0.023491,            0.033422,                   0,             0.98656,             0.99433,             0.99433,              0.7623,            0.020183,            0.024538,                   0,           0.0006445,           0.0006445,           0.0006445
                 191,             0.02504,            0.033303,                   0,             0.98694,             0.99504,             0.99437,             0.76127,            0.020317,            0.024523,                   0,            0.000595,            0.000595,            0.000595
                 192,             0.02334,            0.031645,                   0,             0.98938,             0.99078,             0.99436,             0.76641,            0.020089,            0.024428,                   0,           0.0005455,           0.0005455,           0.0005455
                 193,            0.024478,            0.033739,                   0,             0.98937,             0.99035,             0.99439,              0.7639,            0.020138,            0.024416,                   0,            0.000496,            0.000496,            0.000496
                 194,            0.023153,            0.031822,                   0,             0.98801,             0.99318,             0.99436,              0.7637,            0.020032,            0.024432,                   0,           0.0004465,           0.0004465,           0.0004465
                 195,            0.023358,            0.031759,                   0,             0.98941,             0.99078,             0.99436,             0.76537,            0.019968,            0.024395,                   0,            0.000397,            0.000397,            0.000397
                 196,            0.023654,             0.03563,                   0,             0.98938,             0.99138,             0.99438,             0.76441,            0.020087,            0.024392,                   0,           0.0003475,           0.0003475,           0.0003475
                 197,            0.024151,            0.032395,                   0,             0.98938,             0.99101,             0.99436,             0.76524,            0.020155,            0.024414,                   0,            0.000298,            0.000298,            0.000298
                 198,            0.023783,            0.032514,                   0,             0.99076,             0.98848,             0.99436,             0.76773,            0.019939,            0.024379,                   0,           0.0002485,           0.0002485,           0.0002485
                 199,            0.023887,            0.032469,                   0,             0.99079,             0.99166,             0.99439,              0.7683,            0.019831,            0.024319,                   0,            0.000199,            0.000199,            0.000199
